code_insee_com,nom_com,niveau_vie_median_2021,nb_logements_2022,Pourcentage_appartements_2022,pourcentage_locataires_dans_résidence_principale_2022,evolution_annuelle_moy_de_la_population_entre_2017_et_ 2023_en_pourcentage,population_municipale_2023,Taux_activite_tranche_15-64_en_2022
2010,Allemant,21980,73,1.4,17.4,-1.36,163,78.8
2011,Ambleny,24380,568,2.8,16.9,0.71,1205,80.2
2012,Ambrief,N/A - secret statistique,39,0,21.4,2.04,79,87.8
2013,Amifontaine,23230,180,2.3,12.7,-0.54,391,75.2
2014,Amigny-Rouy,23040,338,0.6,12.6,-0.85,707,77.3
2015,Ancienville,N/A - secret statistique,36,8.3,6.5,0.66,78,79.2
2016,Andelain,21900,88,2.2,12.9,-1.21,212,76.9
2017,Anguilcourt-le-Sart,21630,143,0.7,20.2,-2.3,274,81
2018,Anizy-le-Grand,20610,1256,15.1,30,-0.41,2472,71.7
2019,Annois,21860,174,0,21.8,-0.7,349,72.6
2020,Any-Martin-Rieux,19970,237,2.5,11.5,0,456,71
2021,Archon,N/A - secret statistique,54,0,15.4,-2.23,76,73.5
2022,Arcy-Sainte-Restitue,23140,222,0.9,11.3,-0.29,396,79.8
2023,Armentières-sur-Ourcq,22610,58,0,4.4,-1.17,96,84.5
2024,Arrancy,N/A - secret statistique,29,0,23.8,-2.69,45,84.6
2025,Artemps,23930,152,0,14.6,-0.45,361,81.7
2027,Assis-sur-Serre,19990,107,2.7,16.2,-1,209,77.4
2028,Athies-sous-Laon,22820,1180,3.8,26.3,-0.17,2578,76.4
2029,Attilly,24790,165,0,8.2,-1.23,337,76.5
2030,Aubencheul-aux-Bois,22440,125,0,15,-2.02,238,73.2
2031,Aubenton,18600,374,10.7,30.7,0.03,658,79.4
2032,Aubigny-aux-Kaisnes,20000,110,0.9,33.3,-1.5,231,80.1
2033,Aubigny-en-Laonnois,26440,52,3.8,12.8,-0.48,102,80.3
2034,Audignicourt,21270,58,0,13.6,-2.08,104,83.9
2035,Audigny,19950,121,0,15.2,-0.36,273,76.8
2036,Augy,N/A - secret statistique,44,0,21.2,-2.14,72,80.4
2037,Aulnois-sous-Laon,21970,584,2.7,24.6,-0.89,1348,77.5
2038,Les Autels,N/A - secret statistique,59,1.7,17.1,1.41,62,75
2039,Autremencourt,20530,81,2.5,23.3,0.68,176,73.7
2040,Autreppes,21270,91,2.2,16.2,-0.28,175,79.1
2041,Autreville,23160,373,2.6,7.9,-0.77,777,76.7
2042,Azy-sur-Marne,23970,191,1.6,11.7,-0.88,369,75.1
2043,Bagneux,N/A - secret statistique,29,6.6,26.9,-1.77,62,67.4
2044,Bancigny,N/A - secret statistique,21,0,20,0,26,63.6
2046,Barenton-Bugny,23250,255,0.7,11.3,0,555,77
2047,Barenton-Cel,23580,51,0,34,-0.9,108,80.5
2048,Barenton-sur-Serre,22840,63,0,28.1,-0.5,130,88.8
2049,Barisis-aux-Bois,23500,354,0.3,10,0.27,752,80
2050,Barzy-en-Thiérache,21140,147,0,11.5,-0.72,316,82.2
2051,Barzy-sur-Marne,25580,216,0.9,16.3,-0.17,380,80.4
2052,Bassoles-Aulers,22970,66,0,18.6,-0.98,131,67.9
2053,Vallées en Champagne,26580,359,1.1,11.9,0.83,599,80.3
2054,Bazoches-et-Saint-Thibaut,24020,230,0.9,10.3,-0.69,516,81.6
2055,Beaumé,N/A - secret statistique,62,0,10.3,-1.9,82,80
2056,Beaumont-en-Beine,22300,84,0,2.9,-0.87,168,81.7
2057,Beaurevoir,19030,626,5.9,26.2,-1.75,1281,72.2
2058,Beaurieux,20510,374,5.2,21.9,-1.01,794,80.4
2059,Beautor,17760,1384,30.8,48.6,-0.76,2579,69.3
2060,Beauvois-en-Vermandois,22740,120,0,13,-0.31,263,81.5
2061,Becquigny,19290,112,0.9,17,1.17,268,73.8
2062,Belleau,28100,68,2.9,10.9,-0.62,131,81.2
2063,Bellenglise,22500,169,1.1,14.5,-0.13,378,83
2064,Belleu,20140,1798,35,46.7,-0.67,3659,72.2
2065,Bellicourt,21080,270,0.4,18.4,-1.2,560,76.2
2066,Benay,22250,90,0,14,-1.09,191,63.2
2067,Bergues-sur-Sambre,23420,101,1,13.5,-0.64,205,69.3
2068,Berlancourt,N/A - secret statistique,37,0,10.8,-3.15,85,87.5
2069,Berlise,N/A - secret statistique,59,0,17.4,-1.08,104,60.3
2070,Bernot,22110,223,0,14.5,-0.79,431,73.1
2071,Berny-Rivière,23920,297,1,16,-0.52,631,80.9
2072,Berrieux,25760,94,0,14.1,-0.91,178,83.9
2073,Berry-au-Bac,21950,295,7.8,30,1.69,722,78.6
2074,Bertaucourt-Epourdon,21750,264,0.4,12.3,-0.08,601,76
2075,Berthenicourt,22760,88,1.1,11,0.33,203,78.8
2076,Bertricourt,28980,60,0,6.7,-0.31,159,82.6
2078,Besmé,21360,72,0,20.3,0.62,166,73.3
2079,Besmont,20070,104,0,0,-2.32,132,79
2080,Besny-et-Loizy,26260,149,0,24.9,-2.06,309,77.4
2081,Béthancourt-en-Vaux,24090,184,0,10.1,-0.73,421,76.8
2082,Beugneux,22980,61,0,14.3,1.31,120,83.5
2083,Beuvardes,23490,370,2.4,11.2,-0.29,736,81.7
2084,Bézu-le-Guéry,25230,136,2.1,13.8,-0.78,248,83.7
2085,Bézu-Saint-Germain,23830,401,5.1,15.8,-0.85,991,78.6
2086,Bichancourt,22450,459,0.2,8.8,-1.13,979,74
2087,Bieuxy,N/A - secret statistique,17,5.9,13.3,0.55,31,85
2088,Bièvres,N/A - secret statistique,40,0,35.5,-1.58,80,66.7
2089,Billy-sur-Aisne,22590,539,3.5,12.4,-0.35,1130,82.7
2090,Billy-sur-Ourcq,22540,94,2.1,11.7,-1.55,194,75.2
2091,Blanzy-lès-Fismes,23880,44,0,25,-1.3,98,84.3
2093,Blérancourt,19760,637,7.9,27.7,-1.73,1162,72.9
2094,Blesmes,25760,210,7.8,14,0.98,474,74.2
2095,Bohain-en-Vermandois,16190,2941,19.7,48.5,-0.17,5605,61.3
2096,Bois-lès-Pargny,23420,93,0,7.4,-1.2,187,79.5
2097,Boncourt,19640,118,0,12.3,0.82,272,75.2
2098,Bonneil,26710,184,2.7,18,0,375,81.1
2099,Bonnesvalyn,22880,106,2.8,5.6,-1.77,212,77.4
2100,Bony,19850,62,0,36.5,0,137,72.7
2101,Bosmont-sur-Serre,21500,84,1.2,8.3,-2.09,170,74.7
2102,Bouconville-Vauclair,23830,88,2.3,29.5,-0.54,181,70.6
2103,Boué,20360,656,7.9,43.6,-0.11,1315,74.6
2104,Bouffignereux,27530,46,0,2.4,-1.01,96,80
2105,Bouresches,23410,91,2.2,12.7,-1.63,183,74.8
2106,Bourg-et-Comin,20250,341,2.1,26.9,-0.27,809,76.8
2107,Bourguignon-sous-Coucy,N/A - secret statistique,44,0,11.4,0.16,104,66.7
2108,Bourguignon-sous-Montbavin,25450,74,2.6,11.9,-2,140,89
2109,La Bouteille,20990,237,2.5,19.2,-0.77,464,78
2110,Braine,20580,1063,25.6,40.1,0.26,2248,74.2
2111,Brancourt-en-Laonnois,23310,318,6.9,10.7,-0.14,702,75
2112,Brancourt-le-Grand,22020,267,0.4,14.6,-0.33,554,84.4
2114,Brasles,22080,799,35.4,45.4,2.64,1788,76.3
2115,Braye-en-Laonnois,22290,96,6.1,18.7,-0.67,195,80.2
2116,Braye-en-Thiérache,21300,81,1.2,3.3,-1.79,131,60.3
2117,Bray-Saint-Christophe,N/A - secret statistique,32,0,21.4,-0.76,64,75
2118,Braye,22420,59,0,5.6,1.07,129,84.4
2119,Brécy,23500,167,4.2,17.2,-1.16,317,81.3
2120,Brenelle,22100,85,5.8,26,-0.17,193,74.1
2121,Breny,21500,120,12.8,18.8,-2.47,210,73.1
2122,Brie,N/A - secret statistique,36,0,7.4,0.62,55,66.7
2123,Brissay-Choigny,22810,145,0,15.4,-0.39,296,79.7
2124,Brissy-Hamégicourt,21140,313,1.2,14.3,0,653,77.9
2125,Brumetz,23200,88,1.1,8.6,-3.22,175,77.6
2126,Brunehamel,17550,259,8.5,33.5,0.25,463,72.5
2127,Bruyères-sur-Fère,20700,93,0,36,0.86,199,75.6
2128,Bruyères-et-Montbérault,23910,763,6.1,28.8,-1.36,1411,77.7
2129,Bruys,N/A - secret statistique,15,0,10,0.86,20,69.2
2130,Bucilly,19480,97,3.1,14.3,0.93,204,79.2
2131,Bucy-le-Long,23900,841,5.2,23.8,0.59,1947,78.3
2132,Bucy-lès-Cerny,24200,82,0,5.4,-1.27,188,75.7
2133,Bucy-lès-Pierrepont,19120,212,0.5,25.1,-0.04,410,75.2
2134,Buire,21200,384,1.6,21.5,-1.47,795,74.7
2135,Buironfosse,19400,564,4.6,27,-0.67,1122,75
2136,Burelles,23000,66,1.5,3.8,-0.66,123,74.7
2137,Bussiares,23060,62,0,36.5,-3.08,126,77.2
2138,Buzancy,25330,88,1.2,12.2,-1.36,175,75
2139,Caillouël-Crépigny,23580,206,0,10.2,0.78,459,77.8
2140,Camelin,20540,205,1.4,17.8,-1.06,426,69.9
2141,La Capelle,18690,970,25,44,-0.4,1745,68.5
2142,Castres,26180,103,0,5.4,0.14,246,80.8
2143,Le Catelet,20010,94,5.3,26.6,-0.53,186,74.8
2144,Caulaincourt,24290,73,1.4,11.1,-0.23,143,74.5
2145,Caumont,23920,244,0,7.8,0.03,547,75
2146,Celles-lès-Condé,N/A - secret statistique,60,1.9,20.5,0.19,88,90
2148,Celles-sur-Aisne,22490,122,0.7,10.8,-0.66,248,78.9
2149,Cerizy,N/A - secret statistique,24,0,36.4,-2.38,58,70.3
2150,Cerny-en-Laonnois,N/A - secret statistique,31,6.5,23.1,-0.26,63,76.3
2151,Cerny-lès-Bucy,N/A - secret statistique,54,0,10,-0.59,111,81.1
2152,Cerseuil,N/A - secret statistique,46,2.2,35.9,-0.38,87,87.8
2153,Cessières-Suzy,23530,364,1.9,18.5,0.81,801,80.4
2154,Chacrise,22240,171,2.4,20.3,0.64,375,80.9
2155,Chaillevois,24300,95,4.2,16.7,2.43,201,73.7
2156,Chalandry,20700,117,0.8,12.9,-1.29,234,70.9
2157,Chambry,22440,389,2.3,22.1,-0.42,827,76
2158,Chamouille,21760,653,1,36.9,-0.72,272,83.4
2159,Champs,20810,135,0,19,1.87,313,74.3
2160,Chaourse,19710,260,3.8,22.1,-1.41,495,73.1
2162,La Chapelle-sur-Chézy,23470,116,0.9,14.2,1.33,301,72.6
2163,Charly-sur-Marne,21500,1315,33.6,43,-0.15,2594,77.5
2164,Le Charmel,22620,161,1.9,7.6,0.37,323,77.8
2165,Charmes,20900,802,8.5,26.5,-0.87,1568,74.1
2166,Chartèves,24770,191,1.6,12.9,0.42,361,78.2
2167,Chassemy,23340,384,0,9,0.26,895,77.8
2168,Château-Thierry,19150,8281,63.1,60.1,-0.01,15097,71.2
2169,Châtillon-lès-Sons,N/A - secret statistique,50,0,17.1,0,83,70.6
2170,Châtillon-sur-Oise,24780,68,0,8.8,-0.26,125,75
2171,Chaudardes,24500,48,0,9.5,0.75,91,83.9
2172,Chaudun,24190,108,1,15.2,-0.75,238,84.7
2173,Chauny,18580,6430,37.6,55.5,-0.4,11596,69.4
2174,Chavignon,22600,365,3.5,16.4,0.82,859,74.5
2175,Chavigny,21230,74,0,6.3,0.33,153,75.3
2176,Chavonne,20760,87,1.2,6.6,0.72,214,71.9
2177,Chérêt,23250,65,0,12.5,0.58,147,68.8
2178,Chermizy-Ailles,22740,54,0,18.7,3.06,127,84.8
2179,Chéry-Chartreuve,23450,200,2,11.1,-0.6,378,80.9
2180,Chéry-lès-Pouilly,22150,317,0,16,0.74,742,78.7
2181,Chéry-lès-Rozoy,N/A - secret statistique,60,0,16.7,3.44,98,66.1
2182,Chevennes,20280,63,0,15.3,1.42,136,74.7
2183,Chevregny,24510,97,0,8.2,0.87,197,74.8
2184,Chevresis-Monceau,21220,151,11.3,22,-1.26,329,76.8
2185,Chézy-en-Orxois,23140,180,0,9.5,-0.63,389,73.6
2186,Chézy-sur-Marne,24080,696,17.1,26.3,-0.71,1296,77.9
2187,Chierry,24590,574,16.7,25.6,1.25,1195,78.9
2188,Chigny,20520,91,0,9,-1.03,140,78.7
2189,Chivres-en-Laonnois,20150,171,3.9,25,-0.14,359,73.6
2190,Chivres-Val,22790,242,0.4,6.6,-0.13,526,80.4
2191,Chivy-lès-Étouvelles,22990,229,5.7,32.7,-0.87,484,76.4
2192,Chouy,22180,177,1.1,14.9,-0.27,364,76.4
2193,Cierges,N/A - secret statistique,43,0,7.4,-1.04,62,88.2
2194,Cilly,19560,101,0,9.6,-1.81,173,73.5
2195,Ciry-Salsogne,24060,395,1.1,10.9,-0.88,882,77.4
2196,Clacy-et-Thierret,25390,147,0.7,13.9,-1.37,289,72.3
2197,Clairfontaine,23510,234,0,12.9,-1.34,509,74
2198,Clamecy,23230,100,0,6.2,1.07,243,66.2
2199,Clastres,21930,261,0.4,15.3,-1.25,589,74.6
2200,Clermont-les-Fermes,N/A - secret statistique,51,1.9,22,-3.48,97,59.7
2201,Cœuvres-et-Valsery,24510,183,2.7,18.5,1.07,467,82.5
2203,Coincy,20580,626,10.6,22,-0.03,1308,73.2
2204,Coingt,N/A - secret statistique,57,0,11.1,-1.79,61,69.7
2205,Colligis-Crandelain,22400,90,0,11.9,-2.97,207,80
2206,Colonfay,N/A - secret statistique,38,0,18.8,-1.55,71,62.9
2207,Commenchon,23680,100,0,9.4,0.76,224,73
2208,Concevreux,24070,123,0.8,15.3,-1.36,256,75.9
2209,Condé-en-Brie,22080,367,14.7,27.9,-0.77,654,81.3
2210,Condé-sur-Aisne,22960,158,1.3,17,-0.37,352,77.2
2211,Condé-sur-Suippe,22530,156,0,7.8,3.83,357,84.6
2212,Condren,22270,315,4.1,17.3,-0.79,674,70
2213,Connigis,22390,156,3.3,11.8,-1.35,306,83.9
2214,Contescourt,N/A - secret statistique,23,0,9.1,0,61,71.1
2215,Corbeny,22490,361,4.7,25.3,1.01,851,80.1
2216,Corcy,24090,164,2,4.3,1.37,332,84
2217,Coucy-le-Château-Auffrique,22120,478,9.2,28.2,-0.4,990,78.1
2218,Coucy-lès-Eppes,22440,298,2.2,23.7,0.66,649,80.1
2219,Coucy-la-Ville,20440,89,0,20.3,-2,194,70.6
2220,Coulonges-Cohan,22040,232,1.3,16.1,0.27,443,83.5
2221,Coupru,24820,76,2.7,11.9,1.3,161,83.2
2222,Courbes,N/A - secret statistique,16,0,31.2,3.9,39,66.7
2223,Courboin,21900,148,0,9.5,0.22,304,82.1
2224,Courcelles-sur-Vesle,21440,160,5.6,28.4,0.1,352,76.3
2225,Courchamps,N/A - secret statistique,40,0,3,-1.17,82,75.6
2226,Courmelles,22730,843,9.1,21.1,-0.16,1808,75.8
2227,Courmont,22630,69,3.1,4,-0.9,126,80
2228,Courtemont-Varennes,21750,162,6.2,19.7,1.35,361,77.7
2229,Courtrizy-et-Fussigny,N/A - secret statistique,38,0,3.3,2.82,78,72.5
2230,Couvrelles,21890,84,0,26,-1.28,174,79.5
2231,Couvron-et-Aumencourt,20170,403,12.8,35.3,-0.21,926,77.4
2232,Coyolles,22930,107,3.7,19.3,1.04,366,52.9
2233,Cramaille,22370,80,10.4,21.4,-1.96,127,80.7
2234,Craonne,N/A - secret statistique,46,0,22.9,0.4,84,76.9
2235,Craonnelle,20300,63,1.6,16.7,0.28,119,79.7
2236,Crécy-au-Mont,20610,163,0,14,-0.54,335,74.3
2237,Crécy-sur-Serre,20300,692,18.5,36.6,-0.29,1472,78.4
2238,Crépy,20740,819,5.1,30.7,-0.23,1812,77.6
2239,Crézancy,20650,544,18.2,35.2,-0.89,1166,71.5
2240,Croix-Fonsomme,21140,92,1.1,12.8,-5.5,183,72.2
2241,La Croix-sur-Ourcq,N/A - secret statistique,60,8.2,19.5,-3.09,87,79.1
2242,Crouttes-sur-Marne,23730,338,9.8,27,-1.5,591,80.7
2243,Crouy,20820,1458,30.8,42.4,0.81,3049,75.5
2244,Crupilly,N/A - secret statistique,31,3.2,29.2,0,64,71.4
2245,Cuffies,21430,1009,31.7,45.9,-0.53,1733,66
2246,Cugny,21670,279,0,12.8,0.03,607,76.5
2248,Cuirieux,18830,70,5.9,20.6,-0.54,152,80.4
2249,Cuiry-Housse,23420,51,2,20.9,0,102,75
2250,Cuiry-lès-Chaudardes,N/A - secret statistique,32,6,24.1,1.68,84,89.1
2251,Cuiry-lès-Iviers,N/A - secret statistique,22,4.5,7.7,0,28,78.6
2252,Cuissy-et-Geny,N/A - secret statistique,40,0,19.4,0.23,72,82.6
2253,Cuisy-en-Almont,24260,170,0,10.3,0.28,361,77.4
2254,Cutry,24460,62,0,7.7,-0.26,126,83.7
2255,Cys-la-Commune,20660,74,4.2,17.7,2,161,80.4
2256,Dagny-Lambercy,20490,83,12.1,19.2,-0.27,123,70.5
2257,Dallon,27180,196,0.4,15.7,-0.46,424,82.6
2258,Dammard,22140,178,1.6,12,-0.04,378,77.7
2259,Dampleux,25610,177,0.5,5.9,-1.21,370,80.3
2260,Danizy,19930,288,3.1,30.2,-1.08,609,74.9
2261,Dercy,21950,204,0,18,0.04,392,70
2262,Deuillet,22500,90,0,11.5,-0.63,208,74.2
2263,Dhuizel,23820,62,0,20,0,114,67.6
2264,Dizy-le-Gros,19340,380,3.2,22.8,-0.68,717,72.9
2265,Dohis,N/A - secret statistique,60,0,17.1,-2.7,84,79.5
2266,Dolignon,N/A - secret statistique,29,0,11.8,-7.85,30,88.9
2267,Dommiers,23120,142,0.7,16.7,-0.12,287,75.2
2268,Domptin,24440,305,1.6,16.9,0,654,79.2
2269,Dorengt,21180,76,1.3,29.5,-0.66,148,78.6
2270,Douchy,21140,79,0,38.1,-0.95,153,76.4
2271,Dravegny,18840,77,1.3,21.8,0.25,134,75.6
2272,Droizy,N/A - secret statistique,44,0,15.6,0,75,79.6
2273,Dury,22730,91,0,10.8,-2.48,191,82.8
2274,Ébouleau,20730,91,0,16.9,-3.25,164,64
2275,Effry,16390,166,5.5,23,-0.89,307,72.9
2276,Englancourt,22940,79,0,5.3,0,122,74.7
2277,Épagny,21260,152,3.4,13.3,-0.15,337,70.8
2278,Éparcy,N/A - secret statistique,19,5.3,11.1,4.02,38,77.8
2279,Épaux-Bézu,24860,280,0,8.4,-0.67,534,78.1
2280,Épieds,24460,179,2.8,12.1,0.13,395,75
2281,L'Épine-aux-Bois,24210,129,0,9.1,-1.32,241,72.6
2282,Eppes,21000,194,4.7,21.7,0.82,438,79
2283,Erlon,19790,128,0,11.6,-0.36,278,73.4
2284,Erloy,N/A - secret statistique,78,0,5.1,0.17,98,76.3
2286,Esquéhéries,21000,428,1.6,19.9,-0.21,847,75.6
2287,Essigny-le-Grand,24790,513,0.4,12.9,0.8,1072,78.3
2288,Essigny-le-Petit,21550,161,0,16.2,0.05,345,76.3
2289,Essises,24830,211,0,10.8,-0.73,399,79.8
2290,Essômes-sur-Marne,23660,1256,16.1,22.8,-0.52,2691,77.2
2291,Estrées,21190,182,1.1,16.7,-0.16,408,71.7
2292,Étampes-sur-Marne,21900,654,31.8,25.7,0.99,1329,74.3
2293,Étaves-et-Bocquiaux,21120,252,1.9,13.1,-0.42,543,77
2294,Étouvelles,25310,100,5,17.4,-0.4,208,75.9
2295,Étréaupont,19530,460,9.1,32.3,-0.39,839,74.8
2296,Étreillers,23170,484,2.1,15.4,-0.72,1157,75
2297,Étrépilly,23220,56,0,18,0.97,125,76.6
2298,Étreux,19940,818,19.4,39.9,-0.26,1436,69.3
2299,Évergnicourt,22270,262,0.4,15.5,-1.46,522,78.6
2302,Faverolles,24050,161,1.7,12.2,2.28,363,84.1
2303,Fayet,32330,314,0.6,10,1.71,724,78.8
2304,La Fère,16210,1618,61.5,74.9,-0.37,2796,67.9
2305,Fère-en-Tardenois,19780,1572,34.6,42.5,-1.22,2836,75
2306,La Ferté-Chevresis,20600,285,1.4,11.9,-0.5,526,68
2307,La Ferté-Milon,22930,1057,30.7,34.8,-0.47,2027,79.3
2308,Fesmy-le-Sart,19670,240,0.4,15.2,1.1,519,73.2
2309,Festieux,21460,303,7.6,29.2,0.58,704,77.8
2310,Fieulaine,23300,131,0,10.8,-0.46,249,78.2
2312,La Flamengrie,21260,498,1.2,24.7,-0.22,1103,77.5
2313,Flavigny-le-Grand-et-Beaurain,21670,205,0.5,16.2,-1.79,420,74.1
2315,Flavy-le-Martel,21150,730,2.7,22.5,0.14,1701,73
2316,Fleury,26560,72,1.4,4.8,-0.75,130,74.4
2317,Fluquières,26590,95,1.1,15.1,-2.07,194,84.6
2318,Folembray,20330,725,14,27.1,-0.38,1355,72.3
2319,Fonsomme,20590,222,0.5,17.2,1.67,518,70.5
2320,Fontaine-lès-Clercs,26300,117,0,10.3,-1.24,232,78.7
2321,Fontaine-lès-Vervins,22120,420,8.6,26.9,-0.95,862,75.4
2322,Fontaine-Notre-Dame,24950,174,0,12.3,-0.48,378,78.8
2323,Fontaine-Uterte,23020,61,1.6,20.4,1.64,140,75
2324,Fontenelle,21680,141,0.7,22.7,0.18,280,80.5
2326,Fontenoy,23650,241,1.7,16.2,-0.21,483,74
2327,Foreste,18850,76,1.3,22.7,0.1,166,76.3
2328,Fossoy,24890,255,2.2,12.4,0.35,535,78.3
2329,Fourdrain,24060,200,2.4,17.8,-0.61,404,74.8
2330,Francilly-Selency,26360,211,0,5.6,-0.39,463,78.9
2331,Franqueville,20060,67,0,22.2,-1.06,106,76.5
2332,Fresnes-en-Tardenois,22610,119,1.6,6.8,0.25,272,81.7
2333,Fresnes-sous-Coucy,20060,75,1.3,21.2,-0.1,160,80
2334,Fresnoy-le-Grand,19180,1451,23.2,36.1,-0.31,2890,67
2335,Fressancourt,22200,87,0,9.9,-2.4,166,74.4
2336,Frières-Faillouël,23400,422,2.1,11,-0.46,971,74.9
2337,Froidestrées,21010,86,0,13.9,1.98,198,75.6
2338,Froidmont-Cohartille,21240,115,1.7,22.3,-1.66,236,76.4
2339,Gandelu,23210,310,4,9.2,-0.1,683,82
2340,Gauchy,20850,2503,18.7,34.2,-0.3,5183,71.5
2341,Gercy,22290,125,0,12,-1.18,258,79.8
2342,Gergny,22010,70,0,10.5,-1.01,127,73.4
2343,Germaine,N/A - secret statistique,34,0,18.7,0.61,84,70.9
2345,Gibercourt,N/A - secret statistique,19,0,18.8,-2.09,37,91.3
2346,Gizy,21480,316,0,18.9,-1.07,630,75
2347,Gland,25850,239,6.3,14.7,-0.95,425,77.5
2349,Goudelancourt-lès-Berrieux,N/A - secret statistique,30,3.2,37.9,2.21,65,72.2
2350,Goudelancourt-lès-Pierrepont,20470,68,0,22.4,0.61,140,75
2351,Goussancourt,24670,68,0,13.7,0.57,120,86.4
2352,Gouy,20460,283,5.3,18.2,0.35,572,75.2
2353,Grandlup-et-Fay,21860,146,0,16.2,-1.49,275,75.2
2354,Grandrieux,N/A - secret statistique,48,2.1,20,-0.61,80,68.2
2355,Gricourt,24170,449,3.9,20.8,0.52,1011,76.7
2356,Grisolles,20880,95,1,9.9,-1.73,227,84.6
2357,Gronard,N/A - secret statistique,33,3.3,16.7,-4.32,56,65.8
2358,Grougis,20440,174,0,9.7,-2.69,304,69
2359,Grugies,22150,565,11.5,34.8,-0.94,1280,77
2360,Villeneuve-sur-Aisne,23040,1298,12.8,24.2,0.54,2792,80
2361,Guise,17320,2549,36,50.7,-1.19,4490,66.9
2362,Guivry,23070,120,0.8,11.7,-0.35,238,74.5
2363,Guny,21020,215,0.9,15.4,-2.79,357,75.2
2364,Guyencourt,25500,111,0,3.9,-0.6,244,77.5
2366,Hannapes,19940,154,1.3,20,0.1,320,73.8
2367,Happencourt,23430,68,0,13.6,5.08,179,84.7
2368,Haramont,22430,268,5.2,13.6,-0.7,556,79.2
2369,Harcigny,18870,139,0.7,12.1,0.14,244,73.8
2370,Hargicourt,21310,249,0.8,16.1,-1.53,545,77
2371,Harly,21470,820,31.8,31.8,-0.43,1569,74.5
2372,Hartennes-et-Taux,22960,168,0,14.7,-1.3,343,81.4
2373,Hary,23070,106,0,5.3,-0.4,203,79.2
2374,Lehaucourt,19980,392,17.5,39,-1.07,822,73.4
2375,Hautevesnes,24030,73,0,10.7,-0.2,165,83.3
2376,Hauteville,23470,88,0,18.6,2.19,189,68.5
2377,Haution,19340,70,0,16.9,-1.56,131,73.8
2378,La Hérie,20120,64,0,5.3,-2.22,125,67.6
2379,Le Hérie-la-Viéville,19680,100,1,6.2,-2.96,192,73.1
2380,Hinacourt,N/A - secret statistique,22,0,18.8,1.91,28,94.1
2381,Hirson,16460,4814,29.5,52,-0.66,8469,63.2
2382,Holnon,23890,614,14.6,26.8,-0.54,1343,78.5
2383,Homblières,25090,688,11.8,31.6,-0.6,1412,77
2384,Houry,N/A - secret statistique,30,0,13,1.22,57,76.5
2385,Housset,19820,82,2.5,9.4,2.22,170,78.3
2386,Iron,19670,127,4.8,22.9,-1.07,224,72.5
2387,Itancourt,24980,457,2.3,24.1,-0.52,999,80.5
2388,Iviers,19850,124,0,16.3,-1.03,218,71.4
2389,Jaulgonne,22640,364,8.2,21.9,0.69,672,75.3
2390,Jeancourt,22430,116,0,9.4,-1.27,251,79.2
2391,Jeantes,20940,140,0,14.1,1.86,229,81.5
2392,Joncourt,23280,153,0.7,4.7,1.55,328,73
2393,Jouaignes,22980,79,3.9,15,-0.35,141,76.7
2395,Jumencourt,22350,68,3.1,5.6,-3.22,120,78.1
2396,Jumigny,N/A - secret statistique,37,0,11.1,-1.07,60,95
2397,Jussy,21880,586,17.6,30.2,-1.47,1153,77.8
2398,Juvigny,22680,116,0.9,22.3,0.65,288,77
2399,Juvincourt-et-Damary,23300,236,0.4,20.4,0.14,604,82.2
2400,Laffaux,20710,74,0,26.7,0,149,76
2401,Laigny,22620,103,0,13.8,-0.6,189,81.8
2402,Lanchy,N/A - secret statistique,20,0,31.2,0.45,38,77.3
2403,Landifay-et-Bertaignemont,18960,147,0,9.8,-1.82,241,76.5
2404,Landouzy-la-Cour,22660,91,0,13.5,-1.87,167,74.3
2405,Landouzy-la-Ville,21980,276,0,10.3,-1.21,503,76
2406,Landricourt,24000,69,11.6,21.7,-1.39,126,83.5
2407,Laniscourt,24570,94,0,9.5,2.9,216,72.7
2408,Laon,18000,13544,58.4,66.1,-0.44,24220,65.7
2409,Lappion,21020,149,0,25.8,0.91,283,71.9
2410,Largny-sur-Automne,27080,127,0.8,12,-0.34,239,75.9
2411,Latilly,23690,103,0,10.7,-0.82,198,77.5
2412,Launoy,N/A - secret statistique,49,0,10.5,-0.51,96,81.7
2413,Laval-en-Laonnois,25020,115,0,18.9,0.07,251,77.8
2414,Lavaqueresse,20140,112,0.9,17.2,0.08,203,75.2
2415,Laversine,25870,75,1.3,6.7,-0.42,155,84.2
2416,Lemé,19550,227,3.5,20,-0.83,409,76.9
2417,Lempire,21140,59,0,10.6,3.79,125,70
2418,Lerzy,21980,117,2.6,20.4,0.77,223,79.4
2419,Leschelle,24190,142,2.8,17,-0.06,269,76
2420,Lesdins,25460,366,1.7,19.9,-0.86,790,81.8
2421,Lesges,N/A - secret statistique,41,0,26.5,-3.38,83,81.4
2422,Lesquielles-Saint-Germain,19450,385,0,26.3,-1.19,754,72.5
2423,Leuilly-sous-Coucy,23010,199,1,17.8,1.34,455,79.4
2424,Leury,24490,50,0,17.4,-0.8,101,82.4
2425,Leuze,20640,79,3.8,16.2,1.57,190,71
2426,Levergies,22780,250,0,13.5,-0.06,543,82.2
2427,Lhuys,20630,70,2.9,7.5,-0.12,140,82.4
2428,Licy-Clignon,N/A - secret statistique,44,0,20.7,-2.14,65,66.7
2429,Lierval,24400,53,0,15.6,-0.14,117,87.5
2430,Liesse-Notre-Dame,20300,622,14.6,37.8,-0.44,1264,70.7
